"YearStart","LocationDesc","Data_Value","Data_Value_Footnote","Sample_Size","StratificationCategory1","Stratification1"
2015,"Washington",26.1,"",981,"Income","Less than $15,000"
2015,"West Virginia",16.9,"",839,"Income","$15,000 - $24,999"
2015,"West Virginia",20,"",537,"Income","$25,000 - $34,999"
2015,"West Virginia",24.7,"",720,"Income","$35,000 - $49,999"
2015,"West Virginia",18.5,"",691,"Income","$50,000 - $74,999"
2015,"West Virginia",32.4,"",1047,"Income","$75,000 or greater"
2015,"West Virginia",16.4,"",1194,"Income","Data not reported"
2015,"West Virginia",16,"",630,"Income","Less than $15,000"
2015,"Wisconsin",27.5,"",744,"Income","$15,000 - $24,999"
2015,"Wisconsin",26.7,"",585,"Income","$25,000 - $34,999"
2015,"Wisconsin",26,"",772,"Income","$35,000 - $49,999"
2015,"Wisconsin",26,"",908,"Income","$50,000 - $74,999"
2015,"Wisconsin",32.3,"",1448,"Income","$75,000 or greater"
2015,"Wisconsin",28.8,"",562,"Income","Data not reported"
2015,"Wisconsin",30.3,"",424,"Income","Less than $15,000"
2015,"Wyoming",27.3,"",660,"Income","$15,000 - $24,999"
2015,"Wyoming",34.3,"",463,"Income","$25,000 - $34,999"
2015,"Wyoming",34.1,"",663,"Income","$35,000 - $49,999"
2015,"Wyoming",30.5,"",746,"Income","$50,000 - $74,999"
2015,"Wyoming",34.7,"",1313,"Income","$75,000 or greater"
2015,"Wyoming",29.4,"",846,"Income","Data not reported"
2015,"Wyoming",32.8,"",275,"Income","Less than $15,000"
2015,"National",24.8,"",51746,"Income","$15,000 - $24,999"
2015,"National",27.5,"",35278,"Income","$25,000 - $34,999"
2015,"National",29.9,"",47545,"Income","$35,000 - $49,999"
2015,"National",32,"",53836,"Income","$50,000 - $74,999"
2015,"National",37.5,"",107326,"Income","$75,000 or greater"
2015,"National",28.1,"",62994,"Income","Data not reported"
2015,"National",22.6,"",31931,"Income","Less than $15,000"
2015,"Guam",30.1,"",261,"Income","$15,000 - $24,999"
2015,"Guam",33,"",218,"Income","$25,000 - $34,999"
2015,"Guam",35.3,"",206,"Income","$35,000 - $49,999"
2015,"Guam",38.5,"",197,"Income","$50,000 - $74,999"
2015,"Guam",34.6,"",295,"Income","$75,000 or greater"
2015,"Guam",30.1,"",128,"Income","Data not reported"
2015,"Guam",24.1,"",186,"Income","Less than $15,000"
2015,"Puerto Rico",12.5,"",1232,"Income","$15,000 - $24,999"
2015,"Puerto Rico",20.4,"",421,"Income","$25,000 - $34,999"
2015,"Puerto Rico",20.8,"",320,"Income","$35,000 - $49,999"
2015,"Puerto Rico",21.7,"",185,"Income","$50,000 - $74,999"
2015,"Puerto Rico",25.9,"",164,"Income","$75,000 or greater"
2015,"Puerto Rico",8.8,"",922,"Income","Data not reported"
2015,"Puerto Rico",6.2,"",2052,"Income","Less than $15,000"
2015,"Virgin Islands",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$15,000 - $24,999"
2015,"Virgin Islands",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$25,000 - $34,999"
2015,"Virgin Islands",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$35,000 - $49,999"
2015,"Virgin Islands",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$50,000 - $74,999"
2015,"Virgin Islands",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$75,000 or greater"
2015,"Virgin Islands",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","Data not reported"
2015,"Virgin Islands",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","Less than $15,000"
2015,"Alabama",35.9,"",1253,"Income","$15,000 - $24,999"
2015,"Alabama",37.4,"",656,"Income","$25,000 - $34,999"
2015,"Alabama",32.1,"",832,"Income","$35,000 - $49,999"
2015,"Alabama",28.5,"",891,"Income","$50,000 - $74,999"
2015,"Alabama",21,"",1418,"Income","$75,000 or greater"
2015,"Alabama",35,"",1340,"Income","Data not reported"
2015,"Alabama",40.9,"",879,"Income","Less than $15,000"
2015,"Alaska",28.6,"",376,"Income","$15,000 - $24,999"
2015,"Alaska",22.7,"",267,"Income","$25,000 - $34,999"
2015,"Alaska",21.2,"",370,"Income","$35,000 - $49,999"
2015,"Alaska",24.3,"",509,"Income","$50,000 - $74,999"
2015,"Alaska",16.9,"",1283,"Income","$75,000 or greater"
2015,"Alaska",21.2,"",344,"Income","Data not reported"
2015,"Alaska",36.9,"",271,"Income","Less than $15,000"
2015,"Arizona",30.5,"",1023,"Income","$15,000 - $24,999"
2015,"Arizona",30.1,"",616,"Income","$25,000 - $34,999"
2015,"Arizona",25.3,"",889,"Income","$35,000 - $49,999"
2015,"Arizona",20.1,"",904,"Income","$50,000 - $74,999"
2015,"Arizona",15.3,"",1733,"Income","$75,000 or greater"
2015,"Arizona",27.7,"",1455,"Income","Data not reported"
2015,"Arizona",31.4,"",546,"Income","Less than $15,000"
2015,"Arkansas",46.2,"",786,"Income","$15,000 - $24,999"
2015,"Arkansas",44.2,"",483,"Income","$25,000 - $34,999"
2015,"Arkansas",24.8,"",588,"Income","$35,000 - $49,999"
2015,"Arkansas",31.8,"",544,"Income","$50,000 - $74,999"
2015,"Arkansas",20.9,"",814,"Income","$75,000 or greater"
2015,"Arkansas",33.4,"",933,"Income","Data not reported"
2015,"Arkansas",40.2,"",579,"Income","Less than $15,000"
2015,"California",25.9,"",1280,"Income","$15,000 - $24,999"
2015,"California",24,"",916,"Income","$25,000 - $34,999"
2015,"California",19.9,"",1101,"Income","$35,000 - $49,999"
2015,"California",20.2,"",1265,"Income","$50,000 - $74,999"
2015,"California",12.7,"",3538,"Income","$75,000 or greater"
2015,"California",20.2,"",1383,"Income","Data not reported"
2015,"California",29,"",1421,"Income","Less than $15,000"
2015,"Colorado",24.2,"",1431,"Income","$15,000 - $24,999"
2015,"Colorado",21.4,"",1007,"Income","$25,000 - $34,999"
2015,"Colorado",20.6,"",1488,"Income","$35,000 - $49,999"
2015,"Colorado",13.6,"",1713,"Income","$50,000 - $74,999"
2015,"Colorado",10,"",3593,"Income","$75,000 or greater"
2015,"Colorado",22.1,"",1825,"Income","Data not reported"
2015,"Colorado",35.6,"",735,"Income","Less than $15,000"
2015,"Connecticut",32.4,"",1113,"Income","$15,000 - $24,999"
2015,"Connecticut",31.6,"",719,"Income","$25,000 - $34,999"
2015,"Connecticut",28.2,"",970,"Income","$35,000 - $49,999"
2015,"Connecticut",21.9,"",1281,"Income","$50,000 - $74,999"
2015,"Connecticut",14.4,"",3844,"Income","$75,000 or greater"
2015,"Connecticut",25.6,"",1879,"Income","Data not reported"
2015,"Connecticut",42.1,"",775,"Income","Less than $15,000"
2015,"Delaware",43.2,"",529,"Income","$15,000 - $24,999"
2015,"Delaware",30.9,"",364,"Income","$25,000 - $34,999"
2015,"Delaware",31.1,"",438,"Income","$35,000 - $49,999"
2015,"Delaware",29.9,"",485,"Income","$50,000 - $74,999"
2015,"Delaware",17.9,"",996,"Income","$75,000 or greater"
2015,"Delaware",30,"",728,"Income","Data not reported"
2015,"Delaware",51,"",234,"Income","Less than $15,000"
2015,"District of Columbia",25.1,"",341,"Income","$15,000 - $24,999"
2015,"District of Columbia",26.8,"",209,"Income","$25,000 - $34,999"
2015,"District of Columbia",21,"",270,"Income","$35,000 - $49,999"
2015,"District of Columbia",10.9,"",344,"Income","$50,000 - $74,999"
2015,"District of Columbia",9.9,"",1438,"Income","$75,000 or greater"
2015,"District of Columbia",28,"",600,"Income","Data not reported"
2015,"District of Columbia",37.9,"",339,"Income","Less than $15,000"
2015,"Florida",33.4,"",1321,"Income","$15,000 - $24,999"
2015,"Florida",29.4,"",821,"Income","$25,000 - $34,999"
2015,"Florida",25.8,"",1140,"Income","$35,000 - $49,999"
2015,"Florida",19.1,"",1152,"Income","$50,000 - $74,999"
2015,"Florida",15.9,"",2192,"Income","$75,000 or greater"
2015,"Florida",29.8,"",1302,"Income","Data not reported"
2015,"Florida",41.8,"",758,"Income","Less than $15,000"
2015,"Georgia",39.6,"",673,"Income","$15,000 - $24,999"
2015,"Georgia",29,"",387,"Income","$25,000 - $34,999"
2015,"Georgia",26.9,"",470,"Income","$35,000 - $49,999"
2015,"Georgia",21.6,"",528,"Income","$50,000 - $74,999"
2015,"Georgia",16.8,"",1021,"Income","$75,000 or greater"
2015,"Georgia",27.3,"",738,"Income","Data not reported"
2015,"Georgia",37.4,"",408,"Income","Less than $15,000"
2015,"Hawaii",24.3,"",852,"Income","$15,000 - $24,999"
2015,"Hawaii",25.8,"",645,"Income","$25,000 - $34,999"
2015,"Hawaii",24.6,"",825,"Income","$35,000 - $49,999"
2015,"Hawaii",22.3,"",1000,"Income","$50,000 - $74,999"
2015,"Hawaii",16.9,"",2072,"Income","$75,000 or greater"
2015,"Hawaii",23.7,"",532,"Income","Data not reported"
2015,"Hawaii",34.6,"",575,"Income","Less than $15,000"
2015,"Idaho",30.2,"",796,"Income","$15,000 - $24,999"
2015,"Idaho",26.9,"",667,"Income","$25,000 - $34,999"
2015,"Idaho",22.1,"",792,"Income","$35,000 - $49,999"
2015,"Idaho",17.2,"",851,"Income","$50,000 - $74,999"
2015,"Idaho",12.6,"",1170,"Income","$75,000 or greater"
2015,"Idaho",23.2,"",599,"Income","Data not reported"
2015,"Idaho",22.3,"",485,"Income","Less than $15,000"
2015,"Illinois",33.6,"",698,"Income","$15,000 - $24,999"
2015,"Illinois",29.8,"",458,"Income","$25,000 - $34,999"
2015,"Illinois",25.1,"",635,"Income","$35,000 - $49,999"
2015,"Illinois",22.6,"",692,"Income","$50,000 - $74,999"
2015,"Illinois",16.4,"",1719,"Income","$75,000 or greater"
2015,"Illinois",29.3,"",293,"Income","Data not reported"
2015,"Illinois",37.6,"",429,"Income","Less than $15,000"
2015,"Indiana",36.2,"",830,"Income","$15,000 - $24,999"
2015,"Indiana",42,"",522,"Income","$25,000 - $34,999"
2015,"Indiana",30.7,"",797,"Income","$35,000 - $49,999"
2015,"Indiana",23.9,"",802,"Income","$50,000 - $74,999"
2015,"Indiana",15.8,"",1338,"Income","$75,000 or greater"
2015,"Indiana",31.6,"",784,"Income","Data not reported"
2015,"Indiana",42.6,"",480,"Income","Less than $15,000"
2015,"Iowa",36.1,"",702,"Income","$15,000 - $24,999"
2015,"Iowa",34.7,"",539,"Income","$25,000 - $34,999"
2015,"Iowa",29.9,"",803,"Income","$35,000 - $49,999"
2015,"Iowa",21,"",882,"Income","$50,000 - $74,999"
2015,"Iowa",16.3,"",1533,"Income","$75,000 or greater"
2015,"Iowa",28.3,"",905,"Income","Data not reported"
2015,"Iowa",41.3,"",383,"Income","Less than $15,000"
2015,"Kansas",35.7,"",2727,"Income","$15,000 - $24,999"
2015,"Kansas",32.7,"",1951,"Income","$25,000 - $34,999"
2015,"Kansas",26.9,"",2784,"Income","$35,000 - $49,999"
2015,"Kansas",23.2,"",3234,"Income","$50,000 - $74,999"
2015,"Kansas",16.5,"",5550,"Income","$75,000 or greater"
2015,"Kansas",29.9,"",3301,"Income","Data not reported"
2015,"Kansas",37.1,"",1304,"Income","Less than $15,000"
2015,"Kentucky",42.8,"",677,"Income","$15,000 - $24,999"
2015,"Kentucky",36.1,"",597,"Income","$25,000 - $34,999"
2015,"Kentucky",32.5,"",722,"Income","$35,000 - $49,999"
2015,"Kentucky",28.8,"",939,"Income","$50,000 - $74,999"
2015,"Kentucky",18.3,"",1426,"Income","$75,000 or greater"
2015,"Kentucky",35.2,"",2813,"Income","Data not reported"
2015,"Kentucky",43.4,"",896,"Income","Less than $15,000"
2015,"Louisiana",39.8,"",714,"Income","$15,000 - $24,999"
2015,"Louisiana",34,"",378,"Income","$25,000 - $34,999"
2015,"Louisiana",31,"",470,"Income","$35,000 - $49,999"
2015,"Louisiana",23.1,"",483,"Income","$50,000 - $74,999"
2015,"Louisiana",24.5,"",929,"Income","$75,000 or greater"
2015,"Louisiana",34.4,"",764,"Income","Data not reported"
2015,"Louisiana",41.2,"",498,"Income","Less than $15,000"
2015,"Maine",32.8,"",1300,"Income","$15,000 - $24,999"
2015,"Maine",27.8,"",871,"Income","$25,000 - $34,999"
2015,"Maine",24.5,"",1183,"Income","$35,000 - $49,999"
2015,"Maine",21.6,"",1374,"Income","$50,000 - $74,999"
2015,"Maine",12.8,"",2140,"Income","$75,000 or greater"
2015,"Maine",30.2,"",870,"Income","Data not reported"
2015,"Maine",42.2,"",790,"Income","Less than $15,000"
2015,"Maryland",33,"",1068,"Income","$15,000 - $24,999"
2015,"Maryland",26.5,"",774,"Income","$25,000 - $34,999"
2015,"Maryland",26.5,"",1147,"Income","$35,000 - $49,999"
2015,"Maryland",23.1,"",1392,"Income","$50,000 - $74,999"
2015,"Maryland",15.8,"",4159,"Income","$75,000 or greater"
2015,"Maryland",26.5,"",2245,"Income","Data not reported"
2015,"Maryland",45.1,"",608,"Income","Less than $15,000"
2015,"Massachusetts",39.8,"",953,"Income","$15,000 - $24,999"
2015,"Massachusetts",42.3,"",576,"Income","$25,000 - $34,999"
2015,"Massachusetts",27.9,"",788,"Income","$35,000 - $49,999"
2015,"Massachusetts",23.4,"",906,"Income","$50,000 - $74,999"
2015,"Massachusetts",15.1,"",2686,"Income","$75,000 or greater"
2015,"Massachusetts",31.1,"",1586,"Income","Data not reported"
2015,"Massachusetts",38.6,"",610,"Income","Less than $15,000"
2015,"Michigan",32.9,"",1044,"Income","$15,000 - $24,999"
2015,"Michigan",34.6,"",783,"Income","$25,000 - $34,999"
2015,"Michigan",25.6,"",1053,"Income","$35,000 - $49,999"
2015,"Michigan",21.7,"",1201,"Income","$50,000 - $74,999"
2015,"Michigan",16.6,"",2319,"Income","$75,000 or greater"
2015,"Michigan",27.1,"",1315,"Income","Data not reported"
2015,"Michigan",34.4,"",676,"Income","Less than $15,000"
2015,"Minnesota",30.7,"",1706,"Income","$15,000 - $24,999"
2015,"Minnesota",26.8,"",1389,"Income","$25,000 - $34,999"
2015,"Minnesota",24.1,"",1977,"Income","$35,000 - $49,999"
2015,"Minnesota",19.5,"",2439,"Income","$50,000 - $74,999"
2015,"Minnesota",13.7,"",5018,"Income","$75,000 or greater"
2015,"Minnesota",25.8,"",2268,"Income","Data not reported"
2015,"Minnesota",35.5,"",832,"Income","Less than $15,000"
2015,"Mississippi",39,"",1134,"Income","$15,000 - $24,999"
2015,"Mississippi",42.6,"",600,"Income","$25,000 - $34,999"
2015,"Mississippi",34.6,"",613,"Income","$35,000 - $49,999"
2015,"Mississippi",29.7,"",584,"Income","$50,000 - $74,999"
2015,"Mississippi",25.6,"",910,"Income","$75,000 or greater"
2015,"Mississippi",39.6,"",967,"Income","Data not reported"
2015,"Mississippi",45.9,"",907,"Income","Less than $15,000"
2015,"Missouri",34.2,"",916,"Income","$15,000 - $24,999"
2015,"Missouri",29.6,"",663,"Income","$25,000 - $34,999"
2015,"Missouri",30.4,"",869,"Income","$35,000 - $49,999"
2015,"Missouri",24.8,"",890,"Income","$50,000 - $74,999"
2015,"Missouri",17.9,"",1484,"Income","$75,000 or greater"
2015,"Missouri",28,"",1316,"Income","Data not reported"
2015,"Missouri",35.4,"",713,"Income","Less than $15,000"
2015,"Montana",26.9,"",827,"Income","$15,000 - $24,999"
2015,"Montana",22.2,"",624,"Income","$25,000 - $34,999"
2015,"Montana",25.1,"",809,"Income","$35,000 - $49,999"
2015,"Montana",19.9,"",805,"Income","$50,000 - $74,999"
2015,"Montana",12.9,"",1227,"Income","$75,000 or greater"
2015,"Montana",27.1,"",999,"Income","Data not reported"
2015,"Montana",32.7,"",466,"Income","Less than $15,000"
2015,"Nebraska",33.4,"",2280,"Income","$15,000 - $24,999"
2015,"Nebraska",29.2,"",1788,"Income","$25,000 - $34,999"
2015,"Nebraska",26.6,"",2391,"Income","$35,000 - $49,999"
2015,"Nebraska",23.7,"",2555,"Income","$50,000 - $74,999"
2015,"Nebraska",16.5,"",4017,"Income","$75,000 or greater"
2015,"Nebraska",26.7,"",2126,"Income","Data not reported"
2015,"Nebraska",37.7,"",1162,"Income","Less than $15,000"
2015,"Nevada",34.5,"",386,"Income","$15,000 - $24,999"
2015,"Nevada",26,"",253,"Income","$25,000 - $34,999"
2015,"Nevada",32.1,"",301,"Income","$35,000 - $49,999"
2015,"Nevada",21.3,"",405,"Income","$50,000 - $74,999"
2015,"Nevada",14.8,"",719,"Income","$75,000 or greater"
2015,"Nevada",26.2,"",499,"Income","Data not reported"
2015,"Nevada",25.5,"",175,"Income","Less than $15,000"
2015,"New Hampshire",40.7,"",692,"Income","$15,000 - $24,999"
2015,"New Hampshire",30.6,"",484,"Income","$25,000 - $34,999"
2015,"New Hampshire",22.9,"",738,"Income","$35,000 - $49,999"
2015,"New Hampshire",21.1,"",898,"Income","$50,000 - $74,999"
2015,"New Hampshire",14.9,"",1987,"Income","$75,000 or greater"
2015,"New Hampshire",23.4,"",1221,"Income","Data not reported"
2015,"New Hampshire",33.7,"",374,"Income","Less than $15,000"
2015,"New Jersey",38.7,"",1288,"Income","$15,000 - $24,999"
2015,"New Jersey",34,"",757,"Income","$25,000 - $34,999"
2015,"New Jersey",31.2,"",1036,"Income","$35,000 - $49,999"
2015,"New Jersey",23.1,"",1286,"Income","$50,000 - $74,999"
2015,"New Jersey",18.7,"",3701,"Income","$75,000 or greater"
2015,"New Jersey",29.4,"",1829,"Income","Data not reported"
2015,"New Jersey",42.6,"",589,"Income","Less than $15,000"
2015,"New Mexico",30.2,"",1130,"Income","$15,000 - $24,999"
2015,"New Mexico",25.9,"",638,"Income","$25,000 - $34,999"
2015,"New Mexico",20.7,"",738,"Income","$35,000 - $49,999"
2015,"New Mexico",17.3,"",799,"Income","$50,000 - $74,999"
2015,"New Mexico",12.5,"",1261,"Income","$75,000 or greater"
2015,"New Mexico",23.4,"",797,"Income","Data not reported"
2015,"New Mexico",30.5,"",757,"Income","Less than $15,000"
2015,"New York",36.2,"",1514,"Income","$15,000 - $24,999"
2015,"New York",34.1,"",909,"Income","$25,000 - $34,999"
2015,"New York",30.5,"",1117,"Income","$35,000 - $49,999"
2015,"New York",27.2,"",1437,"Income","$50,000 - $74,999"
2015,"New York",20.7,"",3483,"Income","$75,000 or greater"
2015,"New York",31.8,"",1528,"Income","Data not reported"
2015,"New York",40.6,"",981,"Income","Less than $15,000"
2015,"North Carolina",32.2,"",1030,"Income","$15,000 - $24,999"
2015,"North Carolina",29.4,"",557,"Income","$25,000 - $34,999"
2015,"North Carolina",26.1,"",714,"Income","$35,000 - $49,999"
2015,"North Carolina",23.1,"",793,"Income","$50,000 - $74,999"
2015,"North Carolina",14.6,"",1379,"Income","$75,000 or greater"
2015,"North Carolina",31.3,"",1233,"Income","Data not reported"
2015,"North Carolina",33.2,"",572,"Income","Less than $15,000"
2015,"North Dakota",30,"",507,"Income","$15,000 - $24,999"
2015,"North Dakota",34.2,"",405,"Income","$25,000 - $34,999"
2015,"North Dakota",31.7,"",652,"Income","$35,000 - $49,999"
2015,"North Dakota",24.1,"",737,"Income","$50,000 - $74,999"
2015,"North Dakota",21.7,"",1497,"Income","$75,000 or greater"
2015,"North Dakota",28.6,"",592,"Income","Data not reported"
2015,"North Dakota",31.4,"",243,"Income","Less than $15,000"
2015,"Ohio",35.3,"",1719,"Income","$15,000 - $24,999"
2015,"Ohio",31.3,"",1104,"Income","$25,000 - $34,999"
2015,"Ohio",29.2,"",1351,"Income","$35,000 - $49,999"
2015,"Ohio",23,"",1400,"Income","$50,000 - $74,999"
2015,"Ohio",16.7,"",2422,"Income","$75,000 or greater"
2015,"Ohio",28.7,"",2036,"Income","Data not reported"
2015,"Ohio",40.3,"",931,"Income","Less than $15,000"
2015,"Oklahoma",39.1,"",1050,"Income","$15,000 - $24,999"
2015,"Oklahoma",35.9,"",667,"Income","$25,000 - $34,999"
2015,"Oklahoma",33,"",874,"Income","$35,000 - $49,999"
2015,"Oklahoma",28.7,"",823,"Income","$50,000 - $74,999"
2015,"Oklahoma",20.7,"",1345,"Income","$75,000 or greater"
2015,"Oklahoma",38.3,"",1107,"Income","Data not reported"
2015,"Oklahoma",46.7,"",615,"Income","Less than $15,000"
2015,"Oregon",23.1,"",649,"Income","$15,000 - $24,999"
2015,"Oregon",26.3,"",442,"Income","$25,000 - $34,999"
2015,"Oregon",21.6,"",621,"Income","$35,000 - $49,999"
2015,"Oregon",13.6,"",645,"Income","$50,000 - $74,999"
2015,"Oregon",10.4,"",1293,"Income","$75,000 or greater"
2015,"Oregon",21.7,"",800,"Income","Data not reported"
2015,"Oregon",26.5,"",369,"Income","Less than $15,000"
2015,"Pennsylvania",33.4,"",671,"Income","$15,000 - $24,999"
2015,"Pennsylvania",31.3,"",513,"Income","$25,000 - $34,999"
2015,"Pennsylvania",28.1,"",666,"Income","$35,000 - $49,999"
2015,"Pennsylvania",29.9,"",783,"Income","$50,000 - $74,999"
2015,"Pennsylvania",18.8,"",1441,"Income","$75,000 or greater"
2015,"Pennsylvania",30.5,"",812,"Income","Data not reported"
2015,"Pennsylvania",40.5,"",379,"Income","Less than $15,000"
2015,"Rhode Island",42.9,"",632,"Income","$15,000 - $24,999"
2015,"Rhode Island",36.3,"",439,"Income","$25,000 - $34,999"
2015,"Rhode Island",29.6,"",575,"Income","$35,000 - $49,999"
2015,"Rhode Island",21.8,"",696,"Income","$50,000 - $74,999"
2015,"Rhode Island",17.8,"",1604,"Income","$75,000 or greater"
2015,"Rhode Island",30.6,"",1092,"Income","Data not reported"
2015,"Rhode Island",39,"",460,"Income","Less than $15,000"
2015,"South Carolina",34.1,"",1671,"Income","$15,000 - $24,999"
2015,"South Carolina",31.9,"",1041,"Income","$25,000 - $34,999"
2015,"South Carolina",26.9,"",1392,"Income","$35,000 - $49,999"
2015,"South Carolina",24.5,"",1363,"Income","$50,000 - $74,999"
2015,"South Carolina",15,"",2359,"Income","$75,000 or greater"
2015,"South Carolina",26.3,"",1853,"Income","Data not reported"
2015,"South Carolina",38.3,"",1096,"Income","Less than $15,000"
2015,"South Dakota",25.9,"",820,"Income","$15,000 - $24,999"
2015,"South Dakota",22.1,"",668,"Income","$25,000 - $34,999"
2015,"South Dakota",21.4,"",949,"Income","$35,000 - $49,999"
2015,"South Dakota",24.1,"",1089,"Income","$50,000 - $74,999"
2015,"South Dakota",14.1,"",1655,"Income","$75,000 or greater"
2015,"South Dakota",24.6,"",1212,"Income","Data not reported"
2015,"South Dakota",25,"",467,"Income","Less than $15,000"
2015,"Tennessee",40.4,"",900,"Income","$15,000 - $24,999"
2015,"Tennessee",33,"",531,"Income","$25,000 - $34,999"
2015,"Tennessee",29,"",648,"Income","$35,000 - $49,999"
2015,"Tennessee",29.5,"",648,"Income","$50,000 - $74,999"
2015,"Tennessee",17.8,"",1059,"Income","$75,000 or greater"
2015,"Tennessee",30.5,"",1009,"Income","Data not reported"
2015,"Tennessee",38.8,"",594,"Income","Less than $15,000"
2015,"Texas",37.5,"",1966,"Income","$15,000 - $24,999"
2015,"Texas",32.7,"",1202,"Income","$25,000 - $34,999"
2015,"Texas",27.7,"",1468,"Income","$35,000 - $49,999"
2015,"Texas",23.9,"",1584,"Income","$50,000 - $74,999"
2015,"Texas",18.6,"",3272,"Income","$75,000 or greater"
2015,"Texas",34.6,"",2030,"Income","Data not reported"
2015,"Texas",42.8,"",1416,"Income","Less than $15,000"
2015,"Utah",28.9,"",1125,"Income","$15,000 - $24,999"
2015,"Utah",22.9,"",801,"Income","$25,000 - $34,999"
2015,"Utah",21.6,"",1349,"Income","$35,000 - $49,999"
2015,"Utah",17.4,"",1740,"Income","$50,000 - $74,999"
2015,"Utah",13,"",3465,"Income","$75,000 or greater"
2015,"Utah",27.6,"",1588,"Income","Data not reported"
2015,"Utah",27.1,"",541,"Income","Less than $15,000"
2015,"Vermont",35.6,"",699,"Income","$15,000 - $24,999"
2015,"Vermont",30.3,"",556,"Income","$25,000 - $34,999"
2015,"Vermont",25.3,"",795,"Income","$35,000 - $49,999"
2015,"Vermont",17.1,"",965,"Income","$50,000 - $74,999"
2015,"Vermont",12.5,"",1601,"Income","$75,000 or greater"
2015,"Vermont",23.2,"",986,"Income","Data not reported"
2015,"Vermont",30.9,"",404,"Income","Less than $15,000"
2015,"Virginia",34.9,"",981,"Income","$15,000 - $24,999"
2015,"Virginia",34.3,"",707,"Income","$25,000 - $34,999"
2015,"Virginia",29.1,"",910,"Income","$35,000 - $49,999"
2015,"Virginia",25.6,"",1110,"Income","$50,000 - $74,999"
2015,"Virginia",14.6,"",2673,"Income","$75,000 or greater"
2015,"Virginia",26.6,"",1219,"Income","Data not reported"
2015,"Virginia",39.7,"",514,"Income","Less than $15,000"
2015,"Washington",26.3,"",1565,"Income","$15,000 - $24,999"
2015,"Washington",23.3,"",1235,"Income","$25,000 - $34,999"
2015,"Washington",20.9,"",1870,"Income","$35,000 - $49,999"
2015,"Washington",16.5,"",2239,"Income","$50,000 - $74,999"
2015,"Washington",11.7,"",4771,"Income","$75,000 or greater"
2015,"Washington",22.5,"",2327,"Income","Data not reported"
2015,"Washington",30,"",1006,"Income","Less than $15,000"
2015,"West Virginia",35.7,"",851,"Income","$15,000 - $24,999"
2015,"West Virginia",32,"",540,"Income","$25,000 - $34,999"
2015,"West Virginia",28.8,"",726,"Income","$35,000 - $49,999"
2015,"West Virginia",28,"",697,"Income","$50,000 - $74,999"
2015,"West Virginia",20.8,"",1056,"Income","$75,000 or greater"
2015,"West Virginia",32.6,"",1204,"Income","Data not reported"
2015,"West Virginia",40.4,"",638,"Income","Less than $15,000"
2015,"Wisconsin",33.4,"",764,"Income","$15,000 - $24,999"
2015,"Wisconsin",27.8,"",596,"Income","$25,000 - $34,999"
2015,"Wisconsin",22.8,"",780,"Income","$35,000 - $49,999"
2015,"Wisconsin",18.9,"",915,"Income","$50,000 - $74,999"
2015,"Wisconsin",13.9,"",1466,"Income","$75,000 or greater"
2015,"Wisconsin",20.1,"",575,"Income","Data not reported"
2015,"Wisconsin",28.8,"",438,"Income","Less than $15,000"
2015,"Wyoming",32.7,"",666,"Income","$15,000 - $24,999"
2015,"Wyoming",25.8,"",468,"Income","$25,000 - $34,999"
2015,"Wyoming",26.8,"",674,"Income","$35,000 - $49,999"
2015,"Wyoming",26.9,"",752,"Income","$50,000 - $74,999"
2015,"Wyoming",22.5,"",1329,"Income","$75,000 or greater"
2015,"Wyoming",24.4,"",874,"Income","Data not reported"
2015,"Wyoming",31,"",277,"Income","Less than $15,000"
2015,"National",34,"",52626,"Income","$15,000 - $24,999"
2015,"National",30.7,"",35783,"Income","$25,000 - $34,999"
2015,"National",26.5,"",48158,"Income","$35,000 - $49,999"
2015,"National",22.8,"",54449,"Income","$50,000 - $74,999"
2015,"National",16.2,"",108405,"Income","$75,000 or greater"
2015,"National",28.7,"",64633,"Income","Data not reported"
2015,"National",37.1,"",32595,"Income","Less than $15,000"
2015,"Guam",38.4,"",270,"Income","$15,000 - $24,999"
2015,"Guam",26.3,"",222,"Income","$25,000 - $34,999"
2015,"Guam",28.5,"",210,"Income","$35,000 - $49,999"
2015,"Guam",25.2,"",199,"Income","$50,000 - $74,999"
2015,"Guam",17.2,"",297,"Income","$75,000 or greater"
2015,"Guam",35.4,"",129,"Income","Data not reported"
2015,"Guam",46.2,"",187,"Income","Less than $15,000"
2015,"Puerto Rico",46,"",1232,"Income","$15,000 - $24,999"
2015,"Puerto Rico",38.1,"",421,"Income","$25,000 - $34,999"
2015,"Puerto Rico",34,"",320,"Income","$35,000 - $49,999"
2015,"Puerto Rico",33.2,"",185,"Income","$50,000 - $74,999"
2015,"Puerto Rico",30.4,"",164,"Income","$75,000 or greater"
2015,"Puerto Rico",48.8,"",924,"Income","Data not reported"
2015,"Puerto Rico",54.8,"",2055,"Income","Less than $15,000"
