"YearStart","LocationDesc","Data_Value","Data_Value_Footnote","Sample_Size","StratificationCategory1","Stratification1"
2013,"North Carolina",22.4,"",991,"Income","Less than $15,000"
2013,"North Dakota",24.8,"",837,"Income","$15,000 - $24,999"
2013,"North Dakota",23.7,"",646,"Income","$25,000 - $34,999"
2013,"North Dakota",24.4,"",963,"Income","$35,000 - $49,999"
2013,"North Dakota",26.1,"",1175,"Income","$50,000 - $74,999"
2013,"North Dakota",29.5,"",2185,"Income","$75,000 or greater"
2013,"North Dakota",24.8,"",816,"Income","Data not reported"
2013,"North Dakota",20.5,"",444,"Income","Less than $15,000"
2013,"Ohio",30,"",1903,"Income","$15,000 - $24,999"
2013,"Ohio",29.7,"",1164,"Income","$25,000 - $34,999"
2013,"Ohio",35.5,"",1442,"Income","$35,000 - $49,999"
2013,"Ohio",33.2,"",1492,"Income","$50,000 - $74,999"
2013,"Ohio",34.3,"",2299,"Income","$75,000 or greater"
2013,"Ohio",28.2,"",1293,"Income","Data not reported"
2013,"Ohio",26.2,"",1093,"Income","Less than $15,000"
2013,"Oklahoma",26.4,"",1359,"Income","$15,000 - $24,999"
2013,"Oklahoma",29.7,"",828,"Income","$25,000 - $34,999"
2013,"Oklahoma",27.4,"",1060,"Income","$35,000 - $49,999"
2013,"Oklahoma",27.8,"",1009,"Income","$50,000 - $74,999"
2013,"Oklahoma",29.6,"",1458,"Income","$75,000 or greater"
2013,"Oklahoma",25.9,"",864,"Income","Data not reported"
2013,"Oklahoma",24.3,"",1004,"Income","Less than $15,000"
2013,"Oregon",37.3,"",738,"Income","$15,000 - $24,999"
2013,"Oregon",41.3,"",519,"Income","$25,000 - $34,999"
2013,"Oregon",46,"",708,"Income","$35,000 - $49,999"
2013,"Oregon",45.2,"",779,"Income","$50,000 - $74,999"
2013,"Oregon",46.3,"",1313,"Income","$75,000 or greater"
2013,"Oregon",41.2,"",584,"Income","Data not reported"
2013,"Oregon",38.4,"",483,"Income","Less than $15,000"
2013,"Pennsylvania",26.1,"",1719,"Income","$15,000 - $24,999"
2013,"Pennsylvania",24.9,"",1044,"Income","$25,000 - $34,999"
2013,"Pennsylvania",28.7,"",1268,"Income","$35,000 - $49,999"
2013,"Pennsylvania",30,"",1332,"Income","$50,000 - $74,999"
2013,"Pennsylvania",33.3,"",2308,"Income","$75,000 or greater"
2013,"Pennsylvania",33.3,"",1296,"Income","Data not reported"
2013,"Pennsylvania",22.4,"",1047,"Income","Less than $15,000"
2013,"Rhode Island",25.4,"",775,"Income","$15,000 - $24,999"
2013,"Rhode Island",29.4,"",536,"Income","$25,000 - $34,999"
2013,"Rhode Island",25.6,"",668,"Income","$35,000 - $49,999"
2013,"Rhode Island",32.1,"",797,"Income","$50,000 - $74,999"
2013,"Rhode Island",34.5,"",1549,"Income","$75,000 or greater"
2013,"Rhode Island",30.4,"",781,"Income","Data not reported"
2013,"Rhode Island",27.4,"",545,"Income","Less than $15,000"
2013,"South Carolina",27.8,"",1676,"Income","$15,000 - $24,999"
2013,"South Carolina",26.7,"",1047,"Income","$25,000 - $34,999"
2013,"South Carolina",29.7,"",1179,"Income","$35,000 - $49,999"
2013,"South Carolina",31.1,"",1237,"Income","$50,000 - $74,999"
2013,"South Carolina",36.9,"",1974,"Income","$75,000 or greater"
2013,"South Carolina",32.6,"",1288,"Income","Data not reported"
2013,"South Carolina",24,"",1176,"Income","Less than $15,000"
2013,"South Dakota",32,"",835,"Income","$15,000 - $24,999"
2013,"South Dakota",36.5,"",692,"Income","$25,000 - $34,999"
2013,"South Dakota",34.9,"",944,"Income","$35,000 - $49,999"
2013,"South Dakota",32.6,"",980,"Income","$50,000 - $74,999"
2013,"South Dakota",40.7,"",1426,"Income","$75,000 or greater"
2013,"South Dakota",34.3,"",985,"Income","Data not reported"
2013,"South Dakota",33.7,"",535,"Income","Less than $15,000"
2013,"Tennessee",21.3,"",833,"Income","$15,000 - $24,999"
2013,"Tennessee",20.6,"",472,"Income","$25,000 - $34,999"
2013,"Tennessee",20.4,"",534,"Income","$35,000 - $49,999"
2013,"Tennessee",21.1,"",498,"Income","$50,000 - $74,999"
2013,"Tennessee",26.7,"",669,"Income","$75,000 or greater"
2013,"Tennessee",19.4,"",1344,"Income","Data not reported"
2013,"Tennessee",14.1,"",627,"Income","Less than $15,000"
2013,"Texas",20.4,"",1572,"Income","$15,000 - $24,999"
2013,"Texas",21.2,"",850,"Income","$25,000 - $34,999"
2013,"Texas",24.3,"",1086,"Income","$35,000 - $49,999"
2013,"Texas",30,"",1102,"Income","$50,000 - $74,999"
2013,"Texas",28.7,"",2338,"Income","$75,000 or greater"
2013,"Texas",25.3,"",1482,"Income","Data not reported"
2013,"Texas",21.5,"",1177,"Income","Less than $15,000"
2013,"Utah",27.1,"",1436,"Income","$15,000 - $24,999"
2013,"Utah",31.5,"",1061,"Income","$25,000 - $34,999"
2013,"Utah",32.9,"",1575,"Income","$35,000 - $49,999"
2013,"Utah",32.1,"",2017,"Income","$50,000 - $74,999"
2013,"Utah",38.8,"",3381,"Income","$75,000 or greater"
2013,"Utah",32.8,"",1284,"Income","Data not reported"
2013,"Utah",33.2,"",750,"Income","Less than $15,000"
2013,"Vermont",33.5,"",841,"Income","$15,000 - $24,999"
2013,"Vermont",38.2,"",610,"Income","$25,000 - $34,999"
2013,"Vermont",39,"",839,"Income","$35,000 - $49,999"
2013,"Vermont",39.7,"",955,"Income","$50,000 - $74,999"
2013,"Vermont",42.9,"",1392,"Income","$75,000 or greater"
2013,"Vermont",39.5,"",646,"Income","Data not reported"
2013,"Vermont",35,"",462,"Income","Less than $15,000"
2013,"Virginia",25.6,"",1057,"Income","$15,000 - $24,999"
2013,"Virginia",28.7,"",716,"Income","$25,000 - $34,999"
2013,"Virginia",32.4,"",918,"Income","$35,000 - $49,999"
2013,"Virginia",32.9,"",993,"Income","$50,000 - $74,999"
2013,"Virginia",37,"",2266,"Income","$75,000 or greater"
2013,"Virginia",32.2,"",810,"Income","Data not reported"
2013,"Virginia",27.6,"",665,"Income","Less than $15,000"
2013,"Washington",28.3,"",1368,"Income","$15,000 - $24,999"
2013,"Washington",37.7,"",972,"Income","$25,000 - $34,999"
2013,"Washington",37.4,"",1399,"Income","$35,000 - $49,999"
2013,"Washington",36.5,"",1516,"Income","$50,000 - $74,999"
2013,"Washington",39.4,"",3048,"Income","$75,000 or greater"
2013,"Washington",34.6,"",1209,"Income","Data not reported"
2013,"Washington",32.1,"",844,"Income","Less than $15,000"
2013,"West Virginia",27.5,"",981,"Income","$15,000 - $24,999"
2013,"West Virginia",33.4,"",610,"Income","$25,000 - $34,999"
2013,"West Virginia",34.3,"",665,"Income","$35,000 - $49,999"
2013,"West Virginia",29.9,"",710,"Income","$50,000 - $74,999"
2013,"West Virginia",35.4,"",987,"Income","$75,000 or greater"
2013,"West Virginia",31.7,"",839,"Income","Data not reported"
2013,"West Virginia",27.4,"",757,"Income","Less than $15,000"
2013,"Wisconsin",30.8,"",1003,"Income","$15,000 - $24,999"
2013,"Wisconsin",29.9,"",669,"Income","$25,000 - $34,999"
2013,"Wisconsin",33,"",851,"Income","$35,000 - $49,999"
2013,"Wisconsin",33.5,"",879,"Income","$50,000 - $74,999"
2013,"Wisconsin",31.6,"",1183,"Income","$75,000 or greater"
2013,"Wisconsin",37.5,"",511,"Income","Data not reported"
2013,"Wisconsin",26.2,"",510,"Income","Less than $15,000"
2013,"Wyoming",36.1,"",845,"Income","$15,000 - $24,999"
2013,"Wyoming",29,"",528,"Income","$25,000 - $34,999"
2013,"Wyoming",34.8,"",771,"Income","$35,000 - $49,999"
2013,"Wyoming",37,"",913,"Income","$50,000 - $74,999"
2013,"Wyoming",38.6,"",1481,"Income","$75,000 or greater"
2013,"Wyoming",33.2,"",760,"Income","Data not reported"
2013,"Wyoming",34.8,"",449,"Income","Less than $15,000"
2013,"National",27.1,"",66456,"Income","$15,000 - $24,999"
2013,"National",29.3,"",43188,"Income","$25,000 - $34,999"
2013,"National",30.9,"",55309,"Income","$35,000 - $49,999"
2013,"National",32.7,"",59518,"Income","$50,000 - $74,999"
2013,"National",35.8,"",106607,"Income","$75,000 or greater"
2013,"National",30.9,"",55152,"Income","Data not reported"
2013,"National",26.3,"",43377,"Income","Less than $15,000"
2013,"Guam",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$15,000 - $24,999"
2013,"Guam",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$25,000 - $34,999"
2013,"Guam",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$35,000 - $49,999"
2013,"Guam",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$50,000 - $74,999"
2013,"Guam",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$75,000 or greater"
2013,"Guam",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","Data not reported"
2013,"Guam",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","Less than $15,000"
2013,"Puerto Rico",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$15,000 - $24,999"
2013,"Puerto Rico",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$25,000 - $34,999"
2013,"Puerto Rico",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$35,000 - $49,999"
2013,"Puerto Rico",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$50,000 - $74,999"
2013,"Puerto Rico",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$75,000 or greater"
2013,"Puerto Rico",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","Data not reported"
2013,"Puerto Rico",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","Less than $15,000"
2013,"Virgin Islands",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$15,000 - $24,999"
2013,"Virgin Islands",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$25,000 - $34,999"
2013,"Virgin Islands",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$35,000 - $49,999"
2013,"Virgin Islands",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$50,000 - $74,999"
2013,"Virgin Islands",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","$75,000 or greater"
2013,"Virgin Islands",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","Data not reported"
2013,"Virgin Islands",NA,"Data not available because sample size is insufficient or data not reported.",NA,"Income","Less than $15,000"
2013,"Alabama",22.9,"",1062,"Income","$15,000 - $24,999"
2013,"Alabama",29.8,"",576,"Income","$25,000 - $34,999"
2013,"Alabama",21.9,"",651,"Income","$35,000 - $49,999"
2013,"Alabama",28.4,"",720,"Income","$50,000 - $74,999"
2013,"Alabama",27.9,"",1016,"Income","$75,000 or greater"
2013,"Alabama",25.5,"",1218,"Income","Data not reported"
2013,"Alabama",16.8,"",840,"Income","Less than $15,000"
2013,"Alaska",32.6,"",486,"Income","$15,000 - $24,999"
2013,"Alaska",37.7,"",335,"Income","$25,000 - $34,999"
2013,"Alaska",35.8,"",489,"Income","$35,000 - $49,999"
2013,"Alaska",39.7,"",711,"Income","$50,000 - $74,999"
2013,"Alaska",36.1,"",1504,"Income","$75,000 or greater"
2013,"Alaska",39.4,"",336,"Income","Data not reported"
2013,"Alaska",27.5,"",346,"Income","Less than $15,000"
2013,"Arizona",24.9,"",652,"Income","$15,000 - $24,999"
2013,"Arizona",26.3,"",430,"Income","$25,000 - $34,999"
2013,"Arizona",37.3,"",545,"Income","$35,000 - $49,999"
2013,"Arizona",31.4,"",488,"Income","$50,000 - $74,999"
2013,"Arizona",38.6,"",749,"Income","$75,000 or greater"
2013,"Arizona",32.2,"",517,"Income","Data not reported"
2013,"Arizona",18.9,"",449,"Income","Less than $15,000"
2013,"Arkansas",19.7,"",935,"Income","$15,000 - $24,999"
2013,"Arkansas",22.3,"",486,"Income","$25,000 - $34,999"
2013,"Arkansas",19.2,"",601,"Income","$35,000 - $49,999"
2013,"Arkansas",27.1,"",538,"Income","$50,000 - $74,999"
2013,"Arkansas",33.3,"",764,"Income","$75,000 or greater"
2013,"Arkansas",16.1,"",765,"Income","Data not reported"
2013,"Arkansas",17.9,"",685,"Income","Less than $15,000"
2013,"California",30.4,"",1333,"Income","$15,000 - $24,999"
2013,"California",32.7,"",895,"Income","$25,000 - $34,999"
2013,"California",31.2,"",1100,"Income","$35,000 - $49,999"
2013,"California",36.9,"",1300,"Income","$50,000 - $74,999"
2013,"California",39.3,"",3066,"Income","$75,000 or greater"
2013,"California",31.9,"",675,"Income","Data not reported"
2013,"California",24.5,"",1711,"Income","Less than $15,000"
2013,"Colorado",29.5,"",1647,"Income","$15,000 - $24,999"
2013,"Colorado",34.6,"",1129,"Income","$25,000 - $34,999"
2013,"Colorado",37.4,"",1570,"Income","$35,000 - $49,999"
2013,"Colorado",35.1,"",1856,"Income","$50,000 - $74,999"
2013,"Colorado",41.9,"",3864,"Income","$75,000 or greater"
2013,"Colorado",32.3,"",1318,"Income","Data not reported"
2013,"Colorado",28.9,"",864,"Income","Less than $15,000"
2013,"Connecticut",21.3,"",831,"Income","$15,000 - $24,999"
2013,"Connecticut",28.8,"",521,"Income","$25,000 - $34,999"
2013,"Connecticut",28.5,"",738,"Income","$35,000 - $49,999"
2013,"Connecticut",34.1,"",978,"Income","$50,000 - $74,999"
2013,"Connecticut",33.4,"",2426,"Income","$75,000 or greater"
2013,"Connecticut",31,"",981,"Income","Data not reported"
2013,"Connecticut",20.5,"",532,"Income","Less than $15,000"
2013,"Delaware",21.4,"",686,"Income","$15,000 - $24,999"
2013,"Delaware",29.5,"",460,"Income","$25,000 - $34,999"
2013,"Delaware",36.5,"",659,"Income","$35,000 - $49,999"
2013,"Delaware",33.5,"",661,"Income","$50,000 - $74,999"
2013,"Delaware",36.8,"",1297,"Income","$75,000 or greater"
2013,"Delaware",30.1,"",711,"Income","Data not reported"
2013,"Delaware",25.6,"",403,"Income","Less than $15,000"
2013,"District of Columbia",23.6,"",453,"Income","$15,000 - $24,999"
2013,"District of Columbia",26.9,"",272,"Income","$25,000 - $34,999"
2013,"District of Columbia",37.4,"",340,"Income","$35,000 - $49,999"
2013,"District of Columbia",41.4,"",464,"Income","$50,000 - $74,999"
2013,"District of Columbia",44.4,"",1898,"Income","$75,000 or greater"
2013,"District of Columbia",27.5,"",537,"Income","Data not reported"
2013,"District of Columbia",23.6,"",394,"Income","Less than $15,000"
2013,"Florida",25,"",5764,"Income","$15,000 - $24,999"
2013,"Florida",24.4,"",3483,"Income","$25,000 - $34,999"
2013,"Florida",29.3,"",4073,"Income","$35,000 - $49,999"
2013,"Florida",33.4,"",3870,"Income","$50,000 - $74,999"
2013,"Florida",39.5,"",5764,"Income","$75,000 or greater"
2013,"Florida",27.8,"",4206,"Income","Data not reported"
2013,"Florida",21.5,"",3807,"Income","Less than $15,000"
2013,"Georgia",25,"",1170,"Income","$15,000 - $24,999"
2013,"Georgia",26.9,"",766,"Income","$25,000 - $34,999"
2013,"Georgia",32.8,"",882,"Income","$35,000 - $49,999"
2013,"Georgia",35.4,"",931,"Income","$50,000 - $74,999"
2013,"Georgia",36.3,"",1602,"Income","$75,000 or greater"
2013,"Georgia",31.6,"",1081,"Income","Data not reported"
2013,"Georgia",23,"",845,"Income","Less than $15,000"
2013,"Hawaii",33.5,"",1031,"Income","$15,000 - $24,999"
2013,"Hawaii",33,"",773,"Income","$25,000 - $34,999"
2013,"Hawaii",34.7,"",1008,"Income","$35,000 - $49,999"
2013,"Hawaii",37,"",1077,"Income","$50,000 - $74,999"
2013,"Hawaii",37.3,"",2003,"Income","$75,000 or greater"
2013,"Hawaii",35.6,"",659,"Income","Data not reported"
2013,"Hawaii",27.8,"",753,"Income","Less than $15,000"
2013,"Idaho",26.2,"",881,"Income","$15,000 - $24,999"
2013,"Idaho",26,"",665,"Income","$25,000 - $34,999"
2013,"Idaho",31.4,"",785,"Income","$35,000 - $49,999"
2013,"Idaho",30.3,"",777,"Income","$50,000 - $74,999"
2013,"Idaho",37.8,"",949,"Income","$75,000 or greater"
2013,"Idaho",26.2,"",576,"Income","Data not reported"
2013,"Idaho",29.1,"",561,"Income","Less than $15,000"
2013,"Illinois",28.7,"",802,"Income","$15,000 - $24,999"
2013,"Illinois",22.8,"",545,"Income","$25,000 - $34,999"
2013,"Illinois",31.2,"",761,"Income","$35,000 - $49,999"
2013,"Illinois",32.7,"",849,"Income","$50,000 - $74,999"
2013,"Illinois",34.3,"",1613,"Income","$75,000 or greater"
2013,"Illinois",27.8,"",253,"Income","Data not reported"
2013,"Illinois",22.1,"",432,"Income","Less than $15,000"
2013,"Indiana",24.2,"",1596,"Income","$15,000 - $24,999"
2013,"Indiana",24.4,"",1045,"Income","$25,000 - $34,999"
2013,"Indiana",22.8,"",1240,"Income","$35,000 - $49,999"
2013,"Indiana",25.5,"",1261,"Income","$50,000 - $74,999"
2013,"Indiana",31.6,"",1951,"Income","$75,000 or greater"
2013,"Indiana",23.8,"",1376,"Income","Data not reported"
2013,"Indiana",21.7,"",985,"Income","Less than $15,000"
2013,"Iowa",24.1,"",1172,"Income","$15,000 - $24,999"
2013,"Iowa",23,"",841,"Income","$25,000 - $34,999"
2013,"Iowa",27.8,"",1080,"Income","$35,000 - $49,999"
2013,"Iowa",25.8,"",1154,"Income","$50,000 - $74,999"
2013,"Iowa",34.9,"",1840,"Income","$75,000 or greater"
2013,"Iowa",20.8,"",925,"Income","Data not reported"
2013,"Iowa",26,"",582,"Income","Less than $15,000"
2013,"Kansas",23.4,"",3389,"Income","$15,000 - $24,999"
2013,"Kansas",23.8,"",2401,"Income","$25,000 - $34,999"
2013,"Kansas",26.5,"",3089,"Income","$35,000 - $49,999"
2013,"Kansas",28.8,"",3224,"Income","$50,000 - $74,999"
2013,"Kansas",32.7,"",5312,"Income","$75,000 or greater"
2013,"Kansas",24.2,"",2788,"Income","Data not reported"
2013,"Kansas",21.3,"",1744,"Income","Less than $15,000"
2013,"Kentucky",22,"",1065,"Income","$15,000 - $24,999"
2013,"Kentucky",22.1,"",830,"Income","$25,000 - $34,999"
2013,"Kentucky",28.4,"",1094,"Income","$35,000 - $49,999"
2013,"Kentucky",27.9,"",1186,"Income","$50,000 - $74,999"
2013,"Kentucky",30.9,"",1665,"Income","$75,000 or greater"
2013,"Kentucky",24.9,"",2944,"Income","Data not reported"
2013,"Kentucky",20.8,"",1253,"Income","Less than $15,000"
2013,"Louisiana",21.2,"",828,"Income","$15,000 - $24,999"
2013,"Louisiana",29.3,"",526,"Income","$25,000 - $34,999"
2013,"Louisiana",28.5,"",576,"Income","$35,000 - $49,999"
2013,"Louisiana",29.7,"",560,"Income","$50,000 - $74,999"
2013,"Louisiana",31.2,"",1067,"Income","$75,000 or greater"
2013,"Louisiana",23.3,"",795,"Income","Data not reported"
2013,"Louisiana",18.4,"",592,"Income","Less than $15,000"
2013,"Maine",23.4,"",1262,"Income","$15,000 - $24,999"
2013,"Maine",25.7,"",839,"Income","$25,000 - $34,999"
2013,"Maine",27.2,"",1153,"Income","$35,000 - $49,999"
2013,"Maine",33.7,"",1172,"Income","$50,000 - $74,999"
2013,"Maine",36.1,"",1604,"Income","$75,000 or greater"
2013,"Maine",30.4,"",795,"Income","Data not reported"
2013,"Maine",25.7,"",825,"Income","Less than $15,000"
2013,"Maryland",26.7,"",1416,"Income","$15,000 - $24,999"
2013,"Maryland",26.9,"",951,"Income","$25,000 - $34,999"
2013,"Maryland",28.8,"",1250,"Income","$35,000 - $49,999"
2013,"Maryland",33.8,"",1547,"Income","$50,000 - $74,999"
2013,"Maryland",36.9,"",4465,"Income","$75,000 or greater"
2013,"Maryland",28.8,"",1801,"Income","Data not reported"
2013,"Maryland",28.8,"",716,"Income","Less than $15,000"
2013,"Massachusetts",29.7,"",1908,"Income","$15,000 - $24,999"
2013,"Massachusetts",26.4,"",1113,"Income","$25,000 - $34,999"
2013,"Massachusetts",30.6,"",1382,"Income","$35,000 - $49,999"
2013,"Massachusetts",30.9,"",1670,"Income","$50,000 - $74,999"
2013,"Massachusetts",38.3,"",4158,"Income","$75,000 or greater"
2013,"Massachusetts",30.6,"",1867,"Income","Data not reported"
2013,"Massachusetts",24.4,"",1242,"Income","Less than $15,000"
2013,"Michigan",24.7,"",1871,"Income","$15,000 - $24,999"
2013,"Michigan",25.6,"",1380,"Income","$25,000 - $34,999"
2013,"Michigan",27.2,"",1633,"Income","$35,000 - $49,999"
2013,"Michigan",28.6,"",1785,"Income","$50,000 - $74,999"
2013,"Michigan",35.3,"",2726,"Income","$75,000 or greater"
2013,"Michigan",27.4,"",1554,"Income","Data not reported"
2013,"Michigan",27.1,"",1119,"Income","Less than $15,000"
2013,"Minnesota",27.7,"",1684,"Income","$15,000 - $24,999"
2013,"Minnesota",26.3,"",1273,"Income","$25,000 - $34,999"
2013,"Minnesota",29.7,"",1800,"Income","$35,000 - $49,999"
2013,"Minnesota",30.8,"",2112,"Income","$50,000 - $74,999"
2013,"Minnesota",36.6,"",3983,"Income","$75,000 or greater"
2013,"Minnesota",28.9,"",1423,"Income","Data not reported"
2013,"Minnesota",28.4,"",893,"Income","Less than $15,000"
2013,"Mississippi",19.2,"",1309,"Income","$15,000 - $24,999"
2013,"Mississippi",21.8,"",728,"Income","$25,000 - $34,999"
2013,"Mississippi",32.2,"",772,"Income","$35,000 - $49,999"
2013,"Mississippi",29.6,"",738,"Income","$50,000 - $74,999"
2013,"Mississippi",33.5,"",1061,"Income","$75,000 or greater"
2013,"Mississippi",21,"",1053,"Income","Data not reported"
2013,"Mississippi",16.5,"",1280,"Income","Less than $15,000"
2013,"Missouri",18.7,"",1195,"Income","$15,000 - $24,999"
2013,"Missouri",25.1,"",744,"Income","$25,000 - $34,999"
2013,"Missouri",24,"",860,"Income","$35,000 - $49,999"
2013,"Missouri",31.3,"",846,"Income","$50,000 - $74,999"
2013,"Missouri",33.8,"",1178,"Income","$75,000 or greater"
2013,"Missouri",26.1,"",1115,"Income","Data not reported"
2013,"Missouri",20.8,"",797,"Income","Less than $15,000"
2013,"Montana",27.5,"",1681,"Income","$15,000 - $24,999"
2013,"Montana",28.4,"",1025,"Income","$25,000 - $34,999"
2013,"Montana",31.1,"",1429,"Income","$35,000 - $49,999"
2013,"Montana",33.3,"",1340,"Income","$50,000 - $74,999"
2013,"Montana",38.6,"",1686,"Income","$75,000 or greater"
2013,"Montana",28.6,"",906,"Income","Data not reported"
2013,"Montana",31.2,"",1049,"Income","Less than $15,000"
2013,"Nebraska",24.4,"",2654,"Income","$15,000 - $24,999"
2013,"Nebraska",22.7,"",1859,"Income","$25,000 - $34,999"
2013,"Nebraska",26.7,"",2550,"Income","$35,000 - $49,999"
2013,"Nebraska",28.2,"",2389,"Income","$50,000 - $74,999"
2013,"Nebraska",35.8,"",3508,"Income","$75,000 or greater"
2013,"Nebraska",29,"",1646,"Income","Data not reported"
2013,"Nebraska",22.9,"",1415,"Income","Less than $15,000"
2013,"Nevada",32.8,"",747,"Income","$15,000 - $24,999"
2013,"Nevada",28.3,"",458,"Income","$25,000 - $34,999"
2013,"Nevada",33.1,"",572,"Income","$35,000 - $49,999"
2013,"Nevada",35.8,"",708,"Income","$50,000 - $74,999"
2013,"Nevada",41.4,"",1167,"Income","$75,000 or greater"
2013,"Nevada",27.8,"",656,"Income","Data not reported"
2013,"Nevada",22.8,"",427,"Income","Less than $15,000"
2013,"New Hampshire",23.8,"",797,"Income","$15,000 - $24,999"
2013,"New Hampshire",28.7,"",497,"Income","$25,000 - $34,999"
2013,"New Hampshire",30.7,"",809,"Income","$35,000 - $49,999"
2013,"New Hampshire",35.7,"",847,"Income","$50,000 - $74,999"
2013,"New Hampshire",37.1,"",1743,"Income","$75,000 or greater"
2013,"New Hampshire",34.6,"",782,"Income","Data not reported"
2013,"New Hampshire",20.6,"",430,"Income","Less than $15,000"
2013,"New Jersey",25,"",1575,"Income","$15,000 - $24,999"
2013,"New Jersey",29.9,"",851,"Income","$25,000 - $34,999"
2013,"New Jersey",29.4,"",1182,"Income","$35,000 - $49,999"
2013,"New Jersey",33,"",1563,"Income","$50,000 - $74,999"
2013,"New Jersey",37,"",4107,"Income","$75,000 or greater"
2013,"New Jersey",30.4,"",1732,"Income","Data not reported"
2013,"New Jersey",26.5,"",895,"Income","Less than $15,000"
2013,"New Mexico",28.7,"",1654,"Income","$15,000 - $24,999"
2013,"New Mexico",30.2,"",952,"Income","$25,000 - $34,999"
2013,"New Mexico",31.7,"",1075,"Income","$35,000 - $49,999"
2013,"New Mexico",36.8,"",1086,"Income","$50,000 - $74,999"
2013,"New Mexico",38.2,"",1588,"Income","$75,000 or greater"
2013,"New Mexico",33.3,"",892,"Income","Data not reported"
2013,"New Mexico",24.7,"",1155,"Income","Less than $15,000"
2013,"New York",27.7,"",1198,"Income","$15,000 - $24,999"
2013,"New York",26.9,"",700,"Income","$25,000 - $34,999"
2013,"New York",29.7,"",913,"Income","$35,000 - $49,999"
2013,"New York",31,"",941,"Income","$50,000 - $74,999"
2013,"New York",35.4,"",2313,"Income","$75,000 or greater"
2013,"New York",27.7,"",1072,"Income","Data not reported"
2013,"New York",25.6,"",886,"Income","Less than $15,000"
2013,"North Carolina",23.8,"",1486,"Income","$15,000 - $24,999"
2013,"North Carolina",27.9,"",817,"Income","$25,000 - $34,999"
2013,"North Carolina",27.8,"",963,"Income","$35,000 - $49,999"
2013,"North Carolina",28.8,"",890,"Income","$50,000 - $74,999"
2013,"North Carolina",35.8,"",1556,"Income","$75,000 or greater"
2013,"North Carolina",26.8,"",1564,"Income","Data not reported"
2013,"North Carolina",20.4,"",1029,"Income","Less than $15,000"
2013,"North Dakota",25.4,"",865,"Income","$15,000 - $24,999"
2013,"North Dakota",23.6,"",668,"Income","$25,000 - $34,999"
2013,"North Dakota",25.9,"",990,"Income","$35,000 - $49,999"
2013,"North Dakota",27.2,"",1188,"Income","$50,000 - $74,999"
2013,"North Dakota",29.4,"",2226,"Income","$75,000 or greater"
2013,"North Dakota",25.8,"",891,"Income","Data not reported"
2013,"North Dakota",27.6,"",460,"Income","Less than $15,000"
2013,"Ohio",22.7,"",1953,"Income","$15,000 - $24,999"
2013,"Ohio",22.8,"",1192,"Income","$25,000 - $34,999"
2013,"Ohio",28.6,"",1471,"Income","$35,000 - $49,999"
2013,"Ohio",30.7,"",1511,"Income","$50,000 - $74,999"
2013,"Ohio",37.3,"",2337,"Income","$75,000 or greater"
2013,"Ohio",24.3,"",1371,"Income","Data not reported"
2013,"Ohio",23.9,"",1129,"Income","Less than $15,000"
2013,"Oklahoma",18.6,"",1387,"Income","$15,000 - $24,999"
2013,"Oklahoma",23.7,"",844,"Income","$25,000 - $34,999"
2013,"Oklahoma",21,"",1075,"Income","$35,000 - $49,999"
2013,"Oklahoma",25.6,"",1023,"Income","$50,000 - $74,999"
2013,"Oklahoma",33.1,"",1480,"Income","$75,000 or greater"
2013,"Oklahoma",21.4,"",922,"Income","Data not reported"
2013,"Oklahoma",23.4,"",1033,"Income","Less than $15,000"
2013,"Oregon",24.7,"",762,"Income","$15,000 - $24,999"
2013,"Oregon",30.2,"",543,"Income","$25,000 - $34,999"
2013,"Oregon",33.2,"",724,"Income","$35,000 - $49,999"
2013,"Oregon",31.8,"",793,"Income","$50,000 - $74,999"
2013,"Oregon",35.9,"",1342,"Income","$75,000 or greater"
2013,"Oregon",33.8,"",636,"Income","Data not reported"
2013,"Oregon",29.2,"",502,"Income","Less than $15,000"
2013,"Pennsylvania",24.3,"",1783,"Income","$15,000 - $24,999"
2013,"Pennsylvania",22,"",1076,"Income","$25,000 - $34,999"
2013,"Pennsylvania",28,"",1308,"Income","$35,000 - $49,999"
2013,"Pennsylvania",27.5,"",1373,"Income","$50,000 - $74,999"
